last,first,state,congress,icpsr,majority,afam,latino,votepct,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,votepct_sq,les,south_dem,minwomen,meddist,majwomen,house_service,house_les,amles,power,up_for_reelection,freshman,retiree,altamles,sensq,thomas_name,st_name,cd,house,senate,fullamles
,,,111,20953,0,0,0,53,0,0,1,1,0.056000002,0,0,2809,0.60246819,,1,1.1159999,0,,,,0,,1,,,1,"Lummis, Cynthia",WY,1,1,0,
,,,111,20341,1,0,0,66,0,1,4,1,0.20299999,0,0,4356,0.99189174,,0,0.177,0,,,,0,,0,,,16,"Miller, Brad",NC,13,1,0,
Merkley,Jeff,OR,111,40908,1,0,0,49,0,0,1,1,0.15899999,0,0,2401,0.65763271,0,0,0.175,0,0,0,0.65763271,0,0,1,0,0.65763271,1,,,,0,1,0.65763271
,,,111,29931,1,0,0,72,0,1,6,0,0,0,0,5184,0.74481583,,0,0.21499999,0,,,,0,,0,,,36,"Wu, David",OR,1,1,0,
,,,111,20907,1,0,0,51,0,0,1,0,0,0,0,2601,0.083733909,,0,0.040000007,0,,,,0,,1,,,1,"Himes, James",CT,4,1,0,
,,,111,15455,0,0,0,78,0,0,11,0,0,0,0,6084,0.74342597,,0,1.11,0,,,,0,,0,,,121,"Duncan, John",TN,2,1,0,
,,,111,20111,0,0,0,65,0,0,5,1,0.255,0,0,4225,0.16397831,,0,0.70100003,0,,,,1,,0,,,25,"Crenshaw, Ander",FL,4,1,0,
,,,111,29318,1,0,0,69,0,1,5,0,0,0,0,4761,1.3836715,,0,0.11099999,1,,,,0,,0,,,25,"Harman, Jane",CA,36,1,0,
,,,111,29587,1,1,0,80,0,1,7,1,0.204,0,0,6400,1.7356282,,0,0.237,0,,,,0,,0,,,49,"Cummings, Elijah",MD,7,1,0,
Rockefeller,John,WV,111,14922,1,0,0,64,1,1,13,1,0.15000001,0,0,4096,3.9599776,0,0,0.12699999,0,0,0,4.1602716,1,0,0,0,4.1599946,169,,,,0,1,4.3605657
,,,111,29317,1,0,1,77,0,0,9,1,0.62599999,0,0,5929,0.27165833,,0,0.237,1,,,,1,,0,,,81,"Roybal-Allard, Lucille",CA,34,1,0,
,,,111,20947,0,0,0,72,0,0,1,0,0,0,0,5184,0.041866954,,0,0.88600004,0,,,,0,,1,,,1,"Roe, David",TN,1,1,0,
,,,111,20526,0,0,0,59,0,0,3,1,0.336,0,0,3481,0.55689138,,0,0.63200003,0,,,,0,,0,,,9,"Dent, Charles",PA,15,1,0,
,,,111,29580,0,0,0,63,0,0,8,1,0.197,0,0,3969,1.054603,,0,0.76700002,0,,,,0,,0,,,64,"Hastings, Doc",WA,4,1,0,
,,,111,20724,1,0,0,70,0,0,2,0,0,0,0,4900,1.9425855,,0,0.22899999,0,,,,0,,0,,,4,"Sarbanes, John",MD,3,1,0,
,,,111,20145,1,0,0,62,0,0,5,0,0,0,0,3844,2.3488519,,0,0.156,0,,,,0,,0,,,25,"Larsen, Rick",WA,2,1,0,
,,,111,29943,1,0,1,72,0,0,6,0,0,0,0,5184,0.11722748,,0,0.12199999,0,,,,0,,0,,,36,"Gonzalez, Charles",TX,20,1,0,
,,,111,29908,1,0,0,72,0,0,6,1,0.19,1,0,5184,1.1679355,,0,0.23999999,0,,,,1,,0,,,36,"Larson, John",CT,1,1,0,
,,,111,29505,0,0,0,98,0,0,8,0,0,0,0,9604,0.055822607,,0,0.86700004,0,,,,0,,0,,,64,"Radanovich, George",CA,19,1,0,
Nelson,Ben,NE,111,40103,1,0,0,64,0,1,5,0,0,0,0,4096,0.54748762,0,0,0.199,0,0,0,0.55102849,1,0,0,0,0.55324572,25,,,,0,1,0.55456936
,,,111,29705,1,0,0,65,0,0,7,0,0,0,0,4225,0.083733909,,0,0.14600001,1,,,,0,,0,,,49,"Tauscher, Ellen",CA,10,1,0,
Brown,Sherrod,OH,111,29389,1,0,0,56,0,1,2,1,0.30399999,0,0,3136,1.0558333,0,0,0.24600001,0,1,0.51692295,1.0558333,0,0,0,0,1.0558333,4,,,,0,1,1.0558333
Inhofe,James,OK,111,15424,0,0,0,57,0,0,8,1,0.25,0,0,3249,0.19837789,0,0,1.001,0,1,0.18223955,0.24599718,1,0,0,0,0.2352754,64,,,,0,1,0.29361647
,,,111,20110,0,0,0,70,0,0,5,1,0.255,0,0,4900,0.21980092,,0,0.986,0,,,,0,,0,,,25,"Miller, Jeff",FL,1,1,0,
,,,111,29921,0,0,0,52,0,0,6,0,0,0,0,2704,0.12560087,,0,0.84400004,0,,,,0,,0,,,36,"Terry, Lee",NE,2,1,0,
,,,111,29571,1,0,0,66,0,0,8,1,0.20999999,0,0,4356,1.4098955,,0,0.24600001,0,,,,1,,0,,,64,"Doggett, Lloyd",TX,25,1,0,
,,,111,14256,1,0,0,73,1,0,18,0,0,1,0,5329,6.5002904,,0,0.46300003,0,,,,0,,0,,,324,"Miller, George",CA,7,1,0,
,,,111,15245,1,0,0,77,0,1,10,1,0.22499999,0,0,5929,0.6722464,,0,0.19500001,0,,,,0,,0,,,100,"Abercrombie, Neil",HI,1,1,0,
,,,111,20533,1,0,1,69,0,1,3,1,0.20999999,0,0,4761,1.99421,,0,0.008000001,0,,,,0,,0,,,9,"Cuellar, Henry",TX,28,1,0,
,,,111,20960,1,0,0,53,0,0,1,0,0,0,0,2809,0.35586792,,0,0.093999997,0,,,,0,,1,,,1,"Critz, Mark",PA,12,1,0,
,,,111,20711,1,0,0,55,0,0,2,1,0.255,0,0,3025,0.61960262,,0,0.047000006,0,,,,0,,0,,,4,"Klein, Ron",FL,22,1,0,
,,,111,20719,1,0,0,65,0,0,2,0,0,0,0,4225,1.3907386,,0,0.16899998,0,,,,0,,0,,,4,"Braley, Bruce",IA,1,1,0,
,,,111,20125,0,0,0,64,0,0,5,1,0.072999999,0,0,4096,1.2980936,,0,0.69800001,0,,,,1,,0,,,25,"Rehberg, Denny",MT,1,1,0,
Murray,Patty,WA,111,49308,1,0,0,55,0,1,9,1,0.23,1,0,3025,1.6789551,0,0,0.12800001,1,0,0,1.7230334,1,1,0,0,1.7120138,81,,,,0,1,1.7671118
Cornyn,John,TX,111,40305,0,0,0,55,0,0,4,0,0,0,0,3025,0.70263761,0,0,0.84000003,0,0,0,0.70811993,1,0,0,0,0.7062211,16,,,,0,1,0.71360224
,,,111,29143,0,0,0,60,0,0,10,1,0.20999999,0,0,3600,0.14234765,,0,0.93400002,0,,,,1,,0,,,100,"Johnson, Sam",TX,3,1,0,
,,,111,29940,1,0,0,69,0,0,6,1,0.43900001,0,0,4761,2.0820632,,0,0.37000003,1,,,,0,,0,,,36,"Baldwin, Tammy",WI,2,1,0,
,,,111,29741,1,0,0,71,0,0,7,1,0.31999999,0,0,5041,0.98615938,,0,0.205,0,,,,1,,0,,,49,"Pascrell, Bill",NJ,8,1,0,
,,,111,20946,0,0,0,57,0,0,1,0,0,0,0,3249,0.4033792,,0,0.64200002,0,,,,0,,1,,,1,"Thompson, Glenn",PA,5,1,0,
,,,111,29701,0,0,0,75,0,0,7,0,0,0,0,5625,0.32989115,,0,0.65499997,0,,,,1,,0,,,49,"Aderholt, Robert",AL,4,1,0,
,,,111,20958,1,0,0,53,0,0,1,1,0.62599999,0,0,2809,0.097689562,,0,0.2,0,,,,0,,1,,,1,"Garamendi, John",CA,10,1,0,
,,,111,20310,1,0,1,70,0,0,4,0,0,0,0,4900,0.46703747,,0,0.32300004,1,,,,1,,0,,,16,"Sanchez, Linda",CA,39,1,0,
Leahy,Patrick,VT,111,14307,1,0,0,71,1,1,18,0,0,0,0,5041,5.6055851,0,0,0.175,0,0,0,5.4107733,1,1,0,0,5.4129901,324,,,,0,1,5.2159615
,,,111,15438,1,0,0,63,0,1,7,0,0,0,0,3969,3.4016142,,0,0.20999999,0,,,,1,,0,,,49,"Price, David",NC,4,1,0,
Landrieu,Mary,LA,111,49702,1,0,0,52,1,1,7,1,0.185,0,0,2704,2.4934969,1,0,0.010000003,1,0,0,2.4574246,1,0,0,0,2.4593644,49,,,,0,1,2.4213524
,,,111,29137,0,0,0,68,0,0,10,1,0.30399999,0,1,4624,0.083733909,,0,0.92300004,0,,,,0,,0,,,100,"Boehner, John",OH,8,1,0,
,,,111,20715,0,0,0,58,0,0,2,1,0.34400001,0,0,3364,0.12560087,,0,0.84900004,0,,,,1,,0,,,4,"Roskam, Peter",IL,6,1,0,
,,,111,15019,1,0,0,66,0,0,4,0,0,0,0,4356,0.069778264,,0,0.040999994,0,,,,0,,0,,,16,"Cooper, Jim",TN,5,1,0,
,,,111,20753,0,0,0,61,0,0,2,0,0,0,0,3721,0.22329043,,0,1.154,0,,,,0,,0,,,4,"Broun, Paul",GA,10,1,0,
,,,111,20918,0,0,0,48,0,0,1,0,0,0,0,2304,0.11164521,,0,0.92300004,0,,,,0,,1,,,1,"Fleming, John",LA,4,1,0,
,,,111,29519,0,0,0,55,0,0,8,0,0,0,0,3025,0.14208071,,0,0.80900002,0,,,,0,,0,,,64,"Souder, Mark",IN,3,1,0,
,,,111,29501,0,0,0,54,0,0,8,0,0,0,0,2916,0.16746782,,0,1.148,0,,,,0,,0,,,64,"Shadegg, John",AZ,3,1,0,
,,,111,15072,1,1,0,94,1,0,14,0,0,0,0,8836,2.4513655,,0,0.294,0,,,,0,,0,,,196,"Towns, Edolphus",NY,10,1,0,
,,,111,,1,1,0,92,0,1,10,0,,0,0,8464,4.9652143,,0,,1,,,,0,,0,,,100,"Norton, Eleanor",DC,,1,0,
,,,111,20535,0,0,0,65,0,0,3,1,0.197,0,1,4225,0.21980092,,1,0.78200001,0,,,,0,,0,,,9,"McMorris Rodgers, Cathy",WA,5,1,0,
,,,111,20706,1,0,0,66,0,0,2,1,0.19,0,0,4356,0.18142347,,0,0.161,0,,,,0,,0,,,4,"Courtney, Joe",CT,2,1,0,
,,,111,20119,1,0,0,99,0,1,5,1,0.33199999,0,0,9801,1.0562903,,0,0.189,0,,,,0,,0,,,25,"Lynch, Stephen",MA,9,1,0,
Murkowski,Lisa,AK,111,40300,0,0,0,49,0,0,4,1,0.23199999,0,1,2401,1.2984809,0,1,0.41,0,0,0,1.2984809,1,1,0,0,1.2984809,16,,,,0,1,1.2984809
,,,111,29144,1,0,0,53,0,1,10,1,0.20999999,0,0,2809,2.9146545,,0,0.032999992,0,,,,1,,0,,,100,"Edwards, Chet",TX,17,1,0,
,,,111,2605,1,0,0,71,0,0,28,0,0,0,0,5041,4.03337,,0,0.23,0,,,,0,,0,,,784,"Dingell, John",MI,15,1,0,
Kennedy,Edward,MA,111,10808,1,0,0,69,1,0,24,0,0,0,0,4761,0.74034458,0,0,,0,0,0,0.74034458,1,0,0,0,0.74034458,576,,,,0,1,0.74034458
,,,111,29313,1,0,0,74,0,0,9,1,0.62599999,0,0,5476,1.1351581,,0,0.31200001,0,,,,1,,0,,,81,"Farr, Sam",CA,17,1,0,
,,,111,14854,0,0,0,84,0,0,15,0,0,0,0,7056,0.027911304,,0,0.69600004,0,,,,1,,0,,,225,"Rogers, Harold",KY,5,1,0,
,,,111,29925,1,0,0,85,0,0,6,1,0.51499999,1,0,7225,1.1326634,,0,0.221,0,,,,1,,0,,,36,"Crowley, Joseph",NY,7,1,0,
,,,111,20746,1,0,0,56,0,1,2,0,0,0,0,3136,0.51266539,,0,0.064000003,0,,,,0,,0,,,4,"Carney, Christopher",PA,10,1,0,
Hatch,Orrin,UT,111,14503,0,0,0,63,0,0,17,0,0,0,0,3969,0.59468621,0,0,0.63499999,0,0,0,0.59822702,1,0,0,0,0.59660554,289,,,,0,1,0.60176784
Pryor,Mark,AR,111,40301,1,0,0,80,0,1,4,1,0.104,0,0,6400,1.804023,1,0,0.020999996,0,0,0,1.8075638,1,0,0,0,1.8078617,16,,,,0,1,1.8111045
,,,111,29541,0,0,0,62,0,0,8,1,0.31999999,0,0,3844,0.50106877,,0,0.78500003,0,,,,1,,0,,,64,"Frelinghuysen, Rodney",NJ,11,1,0,
,,,111,20115,0,0,0,53,0,0,5,0,0,0,0,2809,0.5716157,,0,0.78299999,0,,,,1,,0,,,25,"Kirk, Mark",IL,10,1,0,
Udall,Mark,CO,111,29906,1,0,0,53,0,1,1,1,0.20200001,0,0,2809,0.77564442,0,0,0.033000011,0,1,1.8801202,0.78112674,1,0,1,0,0.77922791,1,,,,0,1,0.78660905
Grassley,Chuck,IA,111,14226,0,0,0,70,0,0,15,1,0.266,0,0,4900,0.56060386,0,0,0.72000003,0,1,0.25482425,0.61754215,1,1,0,0,0.60921133,225,,,,0,1,0.67448044
Lugar,Richard,IN,111,14506,0,0,0,87,0,0,17,0,0,0,0,7569,1.0515707,0,0,0.47799999,0,0,0,1.0515707,0,0,0,0,1.0515707,289,,,,0,1,1.0515707
,,,111,20949,0,0,0,66,0,0,1,0,0,0,0,4356,0.77669233,,0,1.147,0,,,,0,,1,,,1,"Chaffetz, Jason",UT,3,1,0,
McCaskill,Claire,MO,111,40701,1,0,0,50,0,1,2,1,0.17399999,0,0,2500,1.0932552,0,0,0.017000007,1,0,0,1.1373335,1,0,0,0,1.1924316,4,,,,0,1,1.1814119
,,,111,20505,0,0,0,68,0,0,3,1,0.133,0,0,4624,0.15351218,,0,1,0,,,,0,,0,,,9,"Price, Tom",GA,6,1,0,
,,,111,20704,0,0,0,60,0,0,2,1,0.20200001,0,0,3600,0.64582664,,0,1.026,0,,,,0,,0,,,4,"Lamborn, Doug",CO,5,1,0,
,,,111,20939,1,0,0,52,0,0,1,1,0.30399999,0,0,2704,0.70815015,,0,0.022,0,,,,0,,1,,,1,"Driehaus, Steve",OH,1,1,0,
,,,111,20729,0,0,0,77,0,0,2,1,0.17200001,0,0,5929,0.44524616,,0,0.86300004,0,,,,0,,0,,,4,"Smith, Adrian",NE,3,1,0,
Wicker,Roger,MS,111,29534,0,0,0,55,0,0,2,1,0.107,0,0,3025,0.15098773,0,0,0.727,0,1,0.36648455,0.15098773,1,0,0,0,0.15098773,4,,,,0,1,0.15098773
,,,111,29559,1,1,0,89,0,0,8,1,0.336,0,0,7921,0.18142347,,0,0.21100001,0,,,,1,,0,,,64,"Fattah, Chaka",PA,2,1,0,
,,,111,20716,1,0,0,100,0,0,2,0,0,0,0,10000,0.48682263,,0,0.18300001,0,,,,0,,0,,,4,"Hare, Phil",IL,17,1,0,
Feingold,Russell,WI,111,49309,1,0,0,55,0,1,9,1,0.27000001,0,0,3025,1.0982878,0,0,0.089000002,0,0,0,1.1018287,0,1,0,0,1.1021266,81,,,,0,1,1.1053696
,,,111,29127,1,0,0,72,1,0,10,1,0.211,0,0,5184,1.556834,,0,0.015000001,0,,,,0,,0,,,100,"Peterson, Collin",MN,7,1,0,
,,,111,20935,1,0,0,55,0,0,1,0,0,0,0,3025,0.80222607,,0,0.041999996,0,,,,0,,1,,,1,"Maffei, Daniel",NY,25,1,0,
,,,111,29718,0,0,0,64,0,0,7,0,0,0,0,4096,0,,0,0.78200001,0,,,,0,,0,,,49,"Shimkus, John",IL,19,1,0,
,,,111,20347,0,0,0,65,0,0,4,1,0.124,0,0,4225,0.055822607,,0,1.01,0,,,,0,,0,,,16,"Barrett, J.",SC,3,1,0,
DeMint,Jim,SC,111,29936,0,0,0,54,0,0,3,0,0,0,0,2916,0.09398552,0,0,1.177,0,1,0.90327436,0.14886887,0,1,0,0,0.1491667,9,,,,0,1,0.20375222
Conrad,Kent,ND,111,15502,1,0,0,69,1,1,12,0,0,0,0,4761,0.067878433,0,0,0.057,0,0,0,0.071419291,1,0,0,0,0.069797777,144,,,,0,1,0.07496015
,,,111,20957,1,0,0,65,0,0,1,0,0,0,0,4225,0.80501723,,0,0.005999997,0,,,,0,,1,,,1,"Owens, William",NY,23,1,0,
Barrasso,John,WY,111,40707,0,0,0,73,0,0,2,1,0.054000001,0,0,5329,0.34886029,0,0,0.92400002,0,0,0,0.35240117,0,0,0,0,0.35077962,4,,,,0,1,0.35594204
Gillibrand,Kirsten,NY,111,20735,1,0,0,,0,1,1,0,0,0,0,,0.77198344,0,0,0.23099999,1,1,0,0.77552432,0,0,1,0,0.77390277,1,,,,0,1,0.77906519
,,,111,29914,1,0,0,58,0,0,2,1,0.139,0,0,3364,0.64582664,,0,0.223,0,,,,0,,0,,,4,"Hill, Baron",IN,9,1,0,
,,,111,20353,0,0,0,72,0,0,4,0,0,0,0,5184,0.13118313,,0,0.958,0,,,,0,,0,,,16,"Neugebauer, Randy",TX,19,1,0,
,,,111,29729,1,0,0,98,0,1,7,0,0,0,0,9604,0.5026238,,0,0.37100002,0,,,,1,,0,,,49,"McGovern, James",MA,3,1,0,
,,,111,20136,1,0,0,70,0,0,5,1,0.148,0,0,4900,0.18142347,,0,0.17200001,0,,,,0,,0,,,25,"Langevin, James",RI,2,1,0,
,,,111,15446,0,0,0,59,0,0,12,0,0,0,0,3481,0.40617034,,0,0.80700004,0,,,,0,,0,,,144,"Upton, Fred",MI,6,1,0,
,,,111,14869,0,0,0,59,0,0,15,0,0,0,0,3481,0.19672991,,0,0.67299998,0,,,,1,,0,,,225,"Wolf, Frank",VA,10,1,0,
,,,111,20930,1,0,0,56,0,0,1,0,0,0,0,3136,1.6535277,,0,0.077999994,0,,,,0,,1,,,1,"Heinrich, Martin",NM,1,1,0,
Schumer,Charles,NY,111,14858,1,0,0,71,1,1,6,1,0.51499999,1,0,5041,2.2681091,0,0,0.147,0,1,2.3365459,2.3113205,1,1,0,0,2.3096991,36,,,,0,1,2.354532
Isakson,Johnny,GA,111,29909,0,0,0,58,0,0,3,1,0.116,0,0,3364,0.16182798,0,0,0.73699999,0,1,0.26293558,0.20149855,0,1,0,0,0.20149855,9,,,,0,1,0.24116912
Brown,Scott,MA,111,40913,0,0,0,52,0,0,1,1,0.38499999,0,0,2704,0.067842454,0,0,0.34099999,0,0,0,0.067842454,0,0,1,0,0.067842454,1,,,,0,1,0.067842454
,,,111,29504,1,0,0,71,1,1,8,0,0,0,0,5041,2.2734656,,0,0.233,1,,,,0,,0,,,64,"Lofgren, Zoe",CA,16,1,0,
,,,111,20105,1,0,1,100,0,0,5,1,0.62599999,0,0,10000,0,,0,,1,,,,0,,0,,,25,"Solis, Hilda",CA,32,1,0,
,,,111,20300,0,0,0,98,0,0,4,0,0,0,0,9604,0.027911304,,0,0.67699999,0,,,,1,,0,,,16,"Bonner, Jo",AL,1,1,0,
,,,111,20349,1,0,0,68,0,1,3,0,0,0,0,4624,3.1465421,,0,0.010000005,1,,,,0,,0,,,9,"Herseth Sandlin, Stephanie",SD,1,1,0,
,,,111,15431,1,1,0,100,0,1,12,0,0,1,0,10000,1.8940314,,0,0.40000001,0,,,,1,,0,,,144,"Lewis, John",GA,5,1,0,
,,,111,14451,1,0,0,66,1,0,17,1,0.198,0,0,4356,4.8972836,,0,0.015000001,0,,,,0,,0,,,289,"Skelton, Ike",MO,4,1,0,
,,,111,20333,0,0,0,57,0,0,4,0,0,0,0,3249,0.097689562,,0,0.92000002,0,,,,0,,0,,,16,"Kline, John",MN,2,1,0,
,,,111,20712,1,1,0,100,0,1,2,0,0,0,0,10000,3.8964384,,0,0.249,0,,,,0,,0,,,4,"Johnson, Henry",GA,4,1,0,
,,,111,20955,1,0,0,62,0,0,1,1,0.62599999,0,0,3844,0.11164521,,0,0.31799999,1,,,,0,,1,,,1,"Chu, Judy",CA,32,1,0,
,,,111,20501,1,0,1,74,0,1,3,1,0.62599999,0,0,5476,0.2409559,,0,0.008000001,0,,,,0,,0,,,9,"Costa, Jim",CA,20,1,0,
,,,111,20356,0,0,0,60,0,0,4,0,0,0,1,3600,0.40772533,,0,0.755,0,,,,1,,0,,,16,"Carter, John",TX,31,1,0,
,,,111,20909,0,0,0,53,0,0,1,1,0.255,0,0,2809,0.21669927,,0,0.90100002,0,,,,0,,1,,,1,"Posey, Bill",FL,15,1,0,
Martinez,Mel,FL,111,40501,0,0,1,49,0,0,3,0,0,0,0,2401,0.084550992,0,0,0.565,0,0,0,0.088091858,1,1,0,0,0.090309031,9,,,,0,1,0.091632724
,,,111,29549,0,0,0,62,0,0,8,0,0,0,0,3844,0.128392,,1,0.954,0,,,,0,,0,,,64,"Myrick, Sue",NC,9,1,0,
,,,111,20113,0,0,0,57,0,0,5,1,0.255,0,0,3249,0.60564697,,0,0.792,0,,,,0,,0,,,25,"Putnam, Adam",FL,12,1,0,
,,,111,20522,0,0,0,58,0,0,3,1,0.20299999,0,0,3364,0.055822607,,0,0.949,0,,,,0,,0,,,9,"McHenry, Patrick",NC,10,1,0,
,,,111,29742,1,0,0,68,0,0,7,0,0,0,0,4624,0.48270494,,0,0.16899998,0,,,,1,,0,,,49,"Rothman, Steven",NJ,9,1,0,
,,,111,21100,0,0,0,63,0,0,1,1,0.139,0,0,3969,0,,0,1.135,0,,,,0,,1,,,1,"Stutzman, Marlin",IN,3,1,0,
,,,111,20723,1,0,0,59,0,0,2,0,0,0,0,3481,0.17025895,,0,0.18300001,0,,,,1,,0,,,4,"Yarmuth, John",KY,3,1,0,
,,,111,20108,1,0,0,68,0,1,5,1,0.62599999,0,0,4624,1.4587508,,0,0.12699999,1,,,,0,,0,,,25,"Davis, Susan",CA,53,1,0,
,,,111,15000,1,0,0,71,0,1,14,1,0.51499999,0,0,5041,0.23724608,,0,0.18699999,0,,,,0,,0,,,196,"Ackerman, Gary",NY,5,1,0,
,,,111,20754,1,0,0,99,0,0,2,0,0,0,0,9801,0.4260892,,0,0.214,1,,,,0,,0,,,4,"Tsongas, Niki",MA,5,1,0,
,,,111,29524,0,0,0,63,0,0,8,1,0.152,0,0,3969,0.2846953,,0,0.72000003,0,,,,1,,0,,,64,"Tiahrt, Todd",KS,4,1,0,
,,,111,20120,0,0,0,57,0,0,5,1,0.653,0,0,3249,0.81989157,0,0,0.829,0,,,,0,,0,,,25,"Rogers, Mike",MI,8,1,0,
,,,111,29346,1,1,0,86,0,1,9,0,0,0,0,7396,1.7169845,,0,0.237,0,,,,0,,0,,,81,"Rush, Bobby",IL,1,1,0,
,,,111,14265,1,0,0,68,1,0,18,0,0,0,0,4624,11.840238,,0,0.34900001,0,,,,0,,0,,,324,"Oberstar, James",MN,8,1,0,
,,,111,29759,0,0,0,57,0,0,7,0,0,0,1,3249,0.055822607,,0,0.96399999,0,,,,1,,0,,,49,"Sessions, Pete",TX,32,1,0,
,,,111,20529,1,1,0,94,0,0,3,0,0,0,0,8836,0.5358687,,0,0.19899999,0,,,,0,,0,,,9,"Green, Al",TX,9,1,0,
,,,111,29572,0,0,0,78,0,0,8,0,0,0,0,6084,0.93153679,,0,0.917,0,,,,0,,0,,,64,"Thornberry, Mac",TX,13,1,0,
,,,111,15100,1,0,0,74,1,0,13,0,0,0,0,5476,6.9691548,,0,0.025999993,0,,,,0,,0,,,169,"Gordon, Bart",TN,6,1,0,
,,,111,,1,0,0,100,0,1,4,1,,0,0,10000,3.3452222,,0,,1,,,,0,,0,,,16,"Bordallo, Madeleine",GU,,1,0,
,,,111,29707,1,0,0,69,0,1,7,0,0,0,0,4761,0.23724608,,0,0.193,0,,,,0,,0,,,49,"Sherman, Brad",CA,27,1,0,
,,,111,20536,0,0,0,53,0,0,3,0,0,0,0,2809,0.44524616,,0,0.66399997,0,,,,1,,0,,,9,"Reichert, David",WA,8,1,0,
Hagan,Kay,NC,111,40907,1,0,0,53,0,0,1,1,0.198,0,0,2809,0.28195655,1,0,0.007999999,1,0,0,0.28195655,1,0,1,0,0.28195655,1,,,,0,1,0.28195655
Bayh,Evan,IN,111,49901,1,0,0,62,0,1,6,0,0,0,0,3844,0.52198374,0,0,0.127,0,0,0,0.52198374,1,1,0,0,0.52198374,36,,,,0,1,0.52198374
,,,111,39305,1,1,0,82,0,1,9,1,0.20999999,0,0,6724,0.31539774,,0,0.27600002,1,,,,0,,0,,,81,"Johnson, Eddie",TX,30,1,0,
,,,111,29377,1,0,0,80,0,1,9,1,0.51499999,0,0,6400,0.89857495,,0,0.30500001,0,,,,0,,0,,,81,"Nadler, Jerrold",NY,8,1,0,
,,,111,20507,1,0,0,66,0,0,3,0,0,0,0,4356,0.94282544,,0,0.097999997,0,,,,0,,0,,,9,"Barrow, John",GA,12,1,0,
,,,111,29932,0,0,0,70,0,0,6,1,0.153,0,0,4900,0.4033792,,0,0.773,0,,,,0,,0,,,36,"Walden, Greg",OR,2,1,0,
,,,111,39308,0,0,0,62,0,0,9,0,0,0,0,3844,0.055822607,,0,0.90799999,0,,,,0,,0,,,81,"Goodlatte, Bob",VA,6,1,0,
,,,111,29905,0,0,0,60,0,0,6,1,0.62599999,0,0,3600,0.61791533,,0,0.81999999,0,,,,0,,0,,,36,"Miller, Gary",CA,42,1,0,
,,,111,29348,1,0,1,81,0,1,9,0,0,0,0,6561,0.13676539,,0,0.31500003,0,,,,0,,0,,,81,"Gutierrez, Luis",IL,4,1,0,
Salazar,Ken,CO,111,40500,1,0,0,51,0,0,3,0,0,0,0,2601,0.031328507,0,,,0,0,0,0.031328507,1,1,0,0,0.031328507,9,,,,0,1,0.031328507
,,,111,29748,1,0,0,57,0,1,7,1,0.30399999,0,0,3249,0.33144614,,0,0.54699999,0,,,,0,,0,,,49,"Kucinich, Dennis",OH,10,1,0,
,,,111,20537,1,1,0,88,0,0,3,1,0.43900001,0,0,7744,0.20933478,,0,0.354,1,,,,0,,0,,,9,"Moore, Gwen",WI,4,1,0,
Cantwell,Maria,WA,111,39310,1,0,0,57,0,1,5,1,0.198,0,0,3249,1.6414688,0,0,0.091000006,1,1,0.23652102,1.6434102,1,0,0,0,1.6431329,25,,,,0,1,1.6453516
,,,111,29349,0,0,0,61,0,0,9,0,0,0,0,3721,0.055822607,,0,0.89500004,0,,,,0,,0,,,81,"Manzullo, Donald",IL,16,1,0,
Chambliss,Saxby,GA,111,29512,0,0,0,57,0,0,4,0,0,0,0,3249,0.23177056,0,0,0.75999999,0,1,0.35983795,0.27938983,1,0,0,0,0.26674873,16,,,,0,1,0.32700908
,,,111,20340,1,1,0,70,0,0,3,0,0,1,0,4900,0.54379237,,0,0.18100001,0,,,,0,,0,,,9,"Butterfield, G.",NC,1,1,0,
Johanns,Mike,NE,111,40905,0,0,0,58,0,0,1,0,0,0,0,3364,0.04699276,0,0,0.73699999,0,0,0,0.24534561,0,0,1,0,0.24534561,1,,,,0,1,0.44369847
Collins,Susan,ME,111,49703,0,0,0,61,0,0,7,0,0,0,0,3721,1.2580968,0,1,0.294,0,0,0,1.3076576,1,0,0,0,1.2947391,49,,,,0,1,1.3572184
,,,111,20146,0,0,0,57,0,0,5,1,0.15000001,0,0,3249,0.44153634,,1,0.63999999,0,,,,0,,0,,,25,"Capito, Shelley",WV,2,1,0,
,,,111,29721,1,0,0,56,0,1,7,1,0.17,0,0,3136,0.41888988,,0,0.066999987,0,,,,0,,0,,,49,"Boswell, Leonard",IA,3,1,0,
,,,111,29769,1,0,0,63,0,0,7,0,0,0,0,3969,1.8252079,,0,0.10599999,0,,,,1,,0,,,49,"Kind, Ron",WI,3,1,0,
Shaheen,Jeanne,NH,111,40906,1,0,0,52,0,1,1,1,0.027000001,0,0,2704,0.17187339,0,0,0.079999998,1,0,0,0.17541426,0,0,1,0,0.17379273,1,,,,0,1,0.17895514
Inouye,Daniel,HI,111,4812,1,0,0,76,1,1,24,1,0.24600001,0,0,5776,0.98777145,0,0,0.108,0,0,0,0.99131233,1,1,0,0,0.98969084,576,,,,0,1,0.9948532
,,,111,20330,1,0,0,75,0,0,4,1,0.204,1,0,5625,1.6083156,,0,0.16399999,0,,,,1,,0,,,16,"Van Hollen, Chris",MD,8,1,0,
,,,111,20749,1,0,0,58,0,0,1,0,0,0,0,3364,0.28046381,,0,0.027999997,0,,,,0,,1,,,1,"Foster, Bill",IL,14,1,0,
